r-table__text,movie-rating__financing-source src,fixed-column,r-table__text href,r-table__text 3,r-table__text 4,r-table__text 5,r-table__text 6,r-table__text 7,r-table__text 8,r-table__text 9,r-table__text 10
322,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Ночные стражи,https://ekinobilet.fond-kino.ru/films/detail/111012116,"ООО ""КИНОКОМПАНИЯ ""СПУТНИК""",25.08.2016,55 000 000,35 000 000,42.8%,210 405 981,29 912 353,138 398
323,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Иван Семенов. Первый поцелуй (Иван Семёнов. Полный каяк!),https://ekinobilet.fond-kino.ru/films/detail/111028325,"ООО ""ПРОСПЕКТ МИРА""",07.08.2025,-,50 000 000,50.0%,100 000 000,29 076 080,93 912
324,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Солнце на вкус,https://ekinobilet.fond-kino.ru/films/detail/111011123,"ООО ""СВП""",08.06.2023,-,40 000 000,40.0%,100 094 418,29 016 719,153 855
325,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,"Гуляй, Вася! Свидание на Бали",https://ekinobilet.fond-kino.ru/films/detail/111002021,"ООО ""ПЛАН 9""",04.03.2021,10 000 000,60 000 000,60.7%,115 300 000,28 483 051,107 747
326,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сестренка,https://ekinobilet.fond-kino.ru/films/detail/111012319,"ЗАО ""МОТОР ФИЛЬМ СТУДИЯ""",19.09.2019,-,40 000 000,61.7%,64 792 913,28 378 356,182 699
327,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Там, где танцуют стерхи",https://ekinobilet.fond-kino.ru/films/detail/111012624,"ООО ""САЙСАРЫ СИНЕМА""",25.04.2024,-,5 000 000,54.0%,9 262 872,27 635 663,88 280
328,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Легенды наших предков,https://ekinobilet.fond-kino.ru/films/detail/111014225,"ООО ""КИНОКОМПАНИЯ БЕЛЫЙ ЗОНТ""",01.05.2025,-,60 000 000,46.2%,130 000 000,27 073 326,74 995
329,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Тимур и его команда,https://ekinobilet.fond-kino.ru/films/detail/111030225,"ООО ""КИНОБАЗА""",28.08.2025,-,65 000 000,69.9%,93 000 000,26 995 107,126 801
330,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Папаша в бегах (Вахтовый метод),https://ekinobilet.fond-kino.ru/films/detail/111031823,"ООО ""БАЗА МЕДИА""",16.11.2023,-,25 000 000,57.2%,43 690 000,26 812 957,89 814
331,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,ЦОЙ,https://ekinobilet.fond-kino.ru/films/detail/111009720,"ООО ""ТПО ""РОК""",12.11.2020,30 000 000,60 000 000,42.3%,213 000 000,26 520 257,103 801
332,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Мое собачье дело,https://ekinobilet.fond-kino.ru/films/detail/111046624,"ООО ""КИНОФИРМА""",05.12.2024,-,30 000 000,35.5%,84 398 530,26 306 993,87 028
333,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Любовь без размера,https://ekinobilet.fond-kino.ru/films/detail/111011720,"ООО ""КОМПАНИЯ ""НОВЫЕ ЛЮДИ""",22.10.2020,-,25 000 000,50.0%,50 000 000,25 869 242,111 649
334,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Самая большая луна,https://ekinobilet.fond-kino.ru/films/detail/111007924,"ООО ""ПЛАН 9""",04.07.2024,-,90 000 000,26.9%,335 000 000,25 073 385,75 069
335,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дорога на Берлин,https://ekinobilet.fond-kino.ru/films/detail/111001315,"ООО ""ПРОДЮСЕРСКАЯ КОМПАНИЯ АЛЕКСАНДРА ЛИТВИНОВА""",07.05.2015,-,45 000 000,50.1%,89 782 312,24 716 774,142 371
336,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Трудности выживания,https://ekinobilet.fond-kino.ru/films/detail/111013019,"ООО ""2Д ЦЕЛЛУЛОИД""",22.08.2019,25 000 000,35 000 000,59.0%,101 659 240,24 140 938,104 548
337,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ставка на любовь,https://ekinobilet.fond-kino.ru/films/detail/111000816,"ООО ""КИНОДОМ""",11.02.2016,-,25 000 000,22.9%,109 020 947,23 999 725,99 496
338,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,1993,https://ekinobilet.fond-kino.ru/films/detail/111028323,"ООО ""КИНОКОМПАНИЯ ""ГЕЙТ""",28.09.2023,-,240 000 000,68.9%,348 358 791,23 831 832,79 752
339,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Проигранное место,https://ekinobilet.fond-kino.ru/films/detail/111012218,"ООО ""ВВП АЛЬЯНС""",01.11.2018,-,25 000 000,64.9%,38 500 000,23 737 101,96 483
340,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Красотка в ударе,https://ekinobilet.fond-kino.ru/films/detail/111010320,"ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",13.08.2020,-,40 000 000,56.3%,71 030 061,23 705 538,93 848
341,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Далёкие Близкие,https://ekinobilet.fond-kino.ru/films/detail/111022222,"ООО ""КИНОСТУДИЯ КИТ""",29.09.2022,-,35 000 000,64.8%,53 975 000,23 547 525,90 743
342,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Начало. Легенда о самбо.,https://ekinobilet.fond-kino.ru/films/detail/111037722,"ООО ""АБС""",16.11.2023,-,45 000 000,31.0%,145 000 000,23 368 283,82 048
343,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Проводник,https://ekinobilet.fond-kino.ru/films/detail/111006518,"ООО ""ПРОПЕЛЛЕР ПРОДАКШН""",29.11.2018,5 000 000,35 000 000,64.5%,62 000 000,23 013 779,99 071
344,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Каруза,https://ekinobilet.fond-kino.ru/films/detail/111008525,"ООО ""МИРФИЛЬМ""",24.04.2025,-,130 000 000,81.3%,160 000 000,22 670 378,123 147
345,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Холодное танго,https://ekinobilet.fond-kino.ru/films/detail/111016916,"ООО ""СТУДИЯ ""СЛОН""",22.06.2017,-,35 000 000,36.8%,95 000 000,22 422 571,89 273
346,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Золотой дубль,https://ekinobilet.fond-kino.ru/films/detail/111051125,"ООО ""ЭЙ ПИ СИНЕМА""",29.01.2026,-,30 000 000,23.1%,130 000 000,22 169 769,54 906
347,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сёстры,https://ekinobilet.fond-kino.ru/films/detail/111030722,"ООО ""БАЗЕЛЕВС""",24.11.2022,-,25 000 000,55.6%,45 000 000,22 096 601,73 301
348,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Доктор Лиза,https://ekinobilet.fond-kino.ru/films/detail/111008120,"ООО ""КИНОСТУДИЯ КИТ""",22.10.2020,-,40 000 000,55.6%,72 000 000,22 041 802,88 339
349,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Гуантанамера,https://ekinobilet.fond-kino.ru/films/detail/111004226,"ООО ""ЦЕНТРАЛ ПАРТНЕРШИП""",19.02.2026,-,300 000 000,57.7%,520 000 000,21 796 428,49 849
350,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Кислота,https://ekinobilet.fond-kino.ru/films/detail/111004818,"ООО ""СТУДИЯ ""СЛОН""",04.10.2018,-,25 000 000,66.5%,37 600 000,21 565 148,75 946
351,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Юморист,https://ekinobilet.fond-kino.ru/films/detail/111017918,"ООО ""МЕТРАФИЛЬМС""",01.03.2019,-,20 000 000,26.0%,76 913 058,21 376 292,76 785
352,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Вечная жизнь Александра Христофорова,https://ekinobilet.fond-kino.ru/films/detail/111008618,"ООО ""58,5 ПРОДАКШН""",18.10.2018,20 000 000,85 000 000,62.4%,168 271 268,21 366 437,87 303
353,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Бывшая,https://ekinobilet.fond-kino.ru/films/detail/111002521,"ООО ""ФОРС МЕДИА""",11.03.2021,-,25 000 000,50.0%,50 000 000,21 353 249,81 224
354,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Команда мечты,https://ekinobilet.fond-kino.ru/films/detail/111013219,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""МОЛОДЕЖНЫЕ ИНИЦИАТИВЫ""",29.08.2019,-,40 000 000,64.1%,62 415 749,20 509 633,130 370
355,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Каждый мечтает о собаке,https://ekinobilet.fond-kino.ru/films/detail/111014324,"ООО ""КИНОКОМПАНИЯ ""ИЮНЬ""",16.05.2024,-,70 000 000,69.4%,100 852 150,20 366 851,118 762
356,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Невидимки,https://ekinobilet.fond-kino.ru/films/detail/111004213,"ООО ""КОМПАНИЯ ""РЕАЛ-ДАКОТА""",05.02.2015,-,107 847 945,61.3%,176 023 490,20 259 460,89 628
357,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Дабл трабл,https://ekinobilet.fond-kino.ru/films/detail/111009215,"ООО ""БАЗЕЛЕВС""",28.05.2015,44 000 000,-,68.7%,64 030 080,20 069 423,98 179
358,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Синдбад: Пираты семи штормов,https://ekinobilet.fond-kino.ru/films/detail/114003216,"ООО ""КИНОКОМПАНИЯ ""СТВ""",27.10.2016,-,60 000 000,32.8%,182 659 393,19 792 832,129 192
359,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Эластико,https://ekinobilet.fond-kino.ru/films/detail/111016416,"ООО ""ПЯТЫЙ ЭЛЕМЕНТ""",24.11.2016,-,15 000 000,50.0%,30 000 000,19 498 954,88 996
360,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Орлеан,https://ekinobilet.fond-kino.ru/films/detail/111010415,"ООО ""СТН-ФИЛЬМ""",17.09.2015,-,30 000 000,32.4%,92 500 000,18 911 480,80 016
361,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Тварь,https://ekinobilet.fond-kino.ru/films/detail/111019419,"ООО ""СОК""",28.11.2019,5 000 000,35 000 000,51.0%,78 422 213,18 725 023,76 452
362,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Голоса большой страны,https://ekinobilet.fond-kino.ru/films/detail/111021015,"ООО ""ЭНДЖОЙ МУВИЗ""",07.01.2016,15 000 000,25 000 000,52.7%,75 940 941,18 549 085,77 987
363,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сказки тёмного леса. Ворожея,https://ekinobilet.fond-kino.ru/films/detail/111008725,"АО ""КИНОСТУДИЯ ""ЛЕНФИЛЬМ""",04.09.2025,-,100 000 000,69.1%,144 641 000,18 088 842,69 632
364,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Подельники,https://ekinobilet.fond-kino.ru/films/detail/111006922,"ООО ДОКУМЕНТАЛЬНЫЙ ДОМ ""ПЕРВОЕ КИНО""",14.04.2022,-,25 000 000,44.1%,56 711 591,17 688 744,58 652
365,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Красный призрак,https://ekinobilet.fond-kino.ru/films/detail/111000320,"ООО ""АБС""",10.06.2021,-,35 000 000,69.9%,50 097 486,17 660 460,78 743
366,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Отражение тьмы (Суккуб),https://ekinobilet.fond-kino.ru/films/detail/111019123,"ООО ""ЛОГИСТИК СТАР ПРОДАКШН""",11.04.2024,-,45 000 000,34.4%,130 759 600,17 447 181,53 756
367,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Петербург. Только по любви,https://ekinobilet.fond-kino.ru/films/detail/111009516,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ЛЕНФИЛЬМ""",22.09.2016,-,30 000 000,51.8%,57 874 375,17 222 435,65 887
368,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Бык,https://ekinobilet.fond-kino.ru/films/detail/111009619,"ООО ""ВГИК-ДЕБЮТ""",22.08.2019,-,25 000 000,64.9%,38 500 000,16 923 038,65 400
369,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Неадекватные люди 2,https://ekinobilet.fond-kino.ru/films/detail/111021320,"ООО ""ПЛАН 9""",10.12.2020,-,30 000 000,0.0%,Данные не предоставлены правообладателем,16 652 892,61 624
370,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Кто-нибудь видел мою девчонку?,https://ekinobilet.fond-kino.ru/films/detail/111012820,"ООО ""СТУДИЯ ""СЛОН""",04.02.2021,-,30 000 000,37.5%,80 000 000,16 607 051,54 513
371,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Святой архипелаг,https://ekinobilet.fond-kino.ru/films/detail/112004722,"ООО ""КИНОКОМПАНИЯ ДВА КАПИТАНА""",08.03.2023,-,5 000 000,62.5%,8 000 000,16 569 055,61 946
372,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Черная вода,https://ekinobilet.fond-kino.ru/films/detail/111018315,"ООО ""АРТЛАЙТ""",13.07.2017,-,28 000 000,66.3%,42 252 509,16 242 438,73 354
373,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Война Анны,https://ekinobilet.fond-kino.ru/films/detail/111003618,"ООО ""29 ФЕВРАЛЯ""",09.05.2019,-,25 000 000,66.1%,37 849 103,16 213 378,63 287
374,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Чекаго,https://ekinobilet.fond-kino.ru/films/detail/111037922,"ООО ""КИНОСТУДИЯ ""ВЕТЕР ПЕРЕМЕН""",23.02.2023,-,25 000 000,66.5%,37 600 000,16 150 868,56 416
375,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Ряд 19,https://ekinobilet.fond-kino.ru/films/detail/111027421,"ООО ""КИНОСТУДИЯ КИТ""",11.11.2021,-,40 000 000,43.4%,92 100 000,16 150 036,58 809
376,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Жги!,https://ekinobilet.fond-kino.ru/films/detail/211026817,"ООО ""КИНОКОМПАНИЯ ""СПУТНИК""",07.12.2017,-,25 000 000,53.6%,46 680 000,16 028 931,66 737
377,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,КИТОБОЙ,https://ekinobilet.fond-kino.ru/films/detail/111012620,"ООО ""ТПО ""РОК""",08.10.2020,-,25 000 000,50.0%,50 000 000,15 910 048,57 869
378,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Подростки. Первая любовь (День, когда ты мне приснилась)",https://ekinobilet.fond-kino.ru/films/detail/111029324,"ООО ""КЬЮ ЭС ФИЛМС""",29.08.2024,-,80 000 000,53.3%,150 000 000,15 736 663,51 737
379,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Чародей равновесия. Тайна Сухаревой башни,https://ekinobilet.fond-kino.ru/films/detail/114000115,"ООО ""СТУДИЯ ""МАСТЕР-ФИЛЬМ""",26.03.2015,-,25 000 000,48.2%,51 850 000,15 728 572,94 309
380,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Помню – не помню!,https://ekinobilet.fond-kino.ru/films/detail/111004916,"ООО ""КИНОФИРМА""",31.03.2016,-,6 000 000,0.0%,Данные не предоставлены правообладателем,15 501 356,67 575
381,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Купе номер 6,https://ekinobilet.fond-kino.ru/films/detail/111013321,"ООО ""КИНОКОМПАНИЯ ""СТВ""",25.11.2021,-,10 000 000,6.6%,150 800 000,15 102 819,45 673
382,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Конец прекрасной эпохи,https://ekinobilet.fond-kino.ru/films/detail/111009915,"ООО ""КИНОСТУДИЯ ""ВЕРТИКАЛЬ""",01.10.2015,-,28 000 000,25.0%,112 000 000,15 082 346,69 575
383,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Парень с нашего кладбища,https://ekinobilet.fond-kino.ru/films/detail/111016415,"ООО ""КИНОКОМПАНИЯ ""СТВ""",03.09.2015,-,20 000 000,42.6%,46 968 883,15 036 376,70 928
384,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сейчас!,https://ekinobilet.fond-kino.ru/films/detail/111030322,"ООО ""ИСКУССТВО ДЛЯ ЛЮДЕЙ""",17.11.2022,-,30 000 000,61.4%,48 828 125,14 689 750,60 762
385,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Почтарь,https://ekinobilet.fond-kino.ru/films/detail/111012125,"ООО ""ТРИКИТА ЭНТЕРТЕЙНМЕНТ"" (ООО ""ГК ""БИОНИКА"")",24.04.2025,-,50 000 000,48.8%,102 445 558,14 608 574,40 770
